product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MOD15A2H,Fpar_500m,A2020129,2020-05-08,0.37,0.93,189.34,0.56,0.6644,0.0156,0.1248,289,285,98.62,2020139055611,0.67
MOD15A2H,Fpar_500m,A2020137,2020-05-16,0.34,0.89,186.21,0.55,0.6557,0.0189,0.1376,289,284,98.27,2020146034135,0.59
MOD15A2H,Fpar_500m,A2020145,2020-05-24,0.04,0.93,71.52,0.89,0.4087,0.0778,0.2789,289,175,60.55,2020154045605,F
MOD15A2H,Fpar_500m,A2020153,2020-06-01,0.04,0.87,49.91,0.83,0.3305,0.0344,0.1854,289,151,52.25,2020162052327,F
MOD15A2H,Fpar_500m,A2020161,2020-06-09,0.41,0.92,188.1,0.51,0.6791,0.0161,0.1268,289,277,95.85,2020170053542,0.54
MOD15A2H,Fpar_500m,A2020169,2020-06-17,0.44,0.89,208.61,0.45,0.7371,0.0089,0.0945,289,283,97.92,2020178044132,0.87
MOD15A2H,Fpar_500m,A2020177,2020-06-25,0.04,0.26,31.88,0.22,0.1864,0.0026,0.0506,289,171,59.17,2020188053626,F
MOD15A2H,Fpar_500m,A2020185,2020-07-03,0.27,0.87,124.16,0.6,0.4966,0.0223,0.1493,289,250,86.51,2020197032316,0.45
MOD15A2H,Fpar_500m,A2020193,2020-07-11,0.46,0.9,204.1998,0.44,0.714,0.0116,0.1076,289,286,98.96,2020202075705,0.63
MOD15A2H,Fpar_500m,A2020201,2020-07-19,0.35,0.91,189.72,0.56,0.668,0.0172,0.1312,289,284,98.27,2020210045133,0.72
MOD15A2H,Fpar_500m,A2020209,2020-07-27,0.37,0.94,192.0999,0.57,0.6836,0.0152,0.1232,289,281,97.23,2020218044656,0.91
MOD15A2H,Fpar_500m,A2020217,2020-08-04,0.35,0.9,191.4499,0.55,0.6718,0.0234,0.153,289,285,98.62,2020226045016,0.63
MOD15A2H,Fpar_500m,A2020225,2020-08-12,0.36,0.9,192.0298,0.54,0.7034,0.0173,0.1317,289,273,94.46,2020234224653,F
MOD15A2H,Fpar_500m,A2020233,2020-08-20,0.47,0.94,216.47,0.47,0.7731,0.0088,0.0939,289,280,96.89,2020242030906,0.76
MOD15A2H,Fpar_500m,A2020241,2020-08-28,0.14,0.94,169.7599,0.8,0.658,0.0326,0.1805,289,258,89.27,2020281043252,F
MOD15A2H,Fpar_500m,A2020249,2020-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2020262020509,F
MOD15A2H,Fpar_500m,A2020257,2020-09-13,0.05,0.9,121.28,0.85,0.5319,0.065,0.255,289,228,78.89,2020267083906,F
MOD15A2H,Fpar_500m,A2020265,2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2020280043219,F
MOD15A2H,Fpar_500m,A2020273,2020-09-29,0.11,0.9,161.65,0.79,0.6466,0.0222,0.1489,289,250,86.51,2020290072303,0.68
MOD15A2H,Fpar_500m,A2020281,2020-10-07,0.32,0.9,190.2001,0.58,0.6674,0.0122,0.1102,289,285,98.62,2020291115034,0.65
MOD15A2H,Fpar_500m,A2020289,2020-10-15,0.13,0.89,81.4799,0.76,0.4428,0.0426,0.2063,289,184,63.67,2020301150742,F
MOD15A2H,Fpar_500m,A2020297,2020-10-23,0.46,0.91,193.4901,0.45,0.6789,0.0123,0.1108,289,285,98.62,2020306033015,0.81
MOD15A2H,Fpar_500m,A2020305,2020-10-31,0.37,0.87,172.4901,0.5,0.6031,0.0194,0.1391,289,286,98.96,2020315083446,0.8
MOD15A2H,Fpar_500m,A2020313,2020-11-08,0.28,0.87,168.17,0.59,0.588,0.0232,0.1522,289,286,98.96,2020322034758,0.75
MOD15A2H,Fpar_500m,A2020321,2020-11-16,0.26,0.86,154.37,0.6,0.5455,0.025,0.1581,289,283,97.92,2020338025056,0.78
MOD15A2H,Fpar_500m,A2020329,2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2020338105632,F
MOD15A2H,Fpar_500m,A2020337,2020-12-02,0.06,0.69,92.35,0.63,0.324,0.026,0.1613,289,285,98.62,2020347093249,0.54
MOD15A2H,Fpar_500m,A2020345,2020-12-10,0.07,0.84,72.11,0.77,0.3135,0.0266,0.1631,289,230,79.58,2020358215906,F
MOD15A2H,Fpar_500m,A2020353,2020-12-18,0.24,0.77,138.4001,0.53,0.4839,0.0262,0.162,289,286,98.96,2020364221817,0.66
MOD15A2H,Fpar_500m,A2020361,2020-12-26,0.2,0.79,142.79,0.59,0.4993,0.0268,0.1636,289,286,98.96,2021004033129,0.68
MOD15A2H,Fpar_500m,A2021001,2021-01-01,0.2,0.81,142.18,0.61,0.4971,0.0302,0.1737,289,286,98.96,2021010033301,0.68
MOD15A2H,Fpar_500m,A2021009,2021-01-09,0.22,0.79,144.21,0.57,0.5042,0.0246,0.157,289,286,98.96,2021018034137,0.68
MOD15A2H,Fpar_500m,A2021017,2021-01-17,0.18,0.81,125.31,0.63,0.4381,0.0295,0.1718,289,286,98.96,2021026194935,0.58
MOD15A2H,Fpar_500m,A2021025,2021-01-25,0.2,0.83,133.6501,0.63,0.4673,0.0249,0.1579,289,286,98.96,2021034040217,0.62
MOD15A2H,Fpar_500m,A2021033,2021-02-02,0.24,0.78,132.1001,0.54,0.4619,0.0209,0.1444,289,286,98.96,2021042055946,0.61
MOD15A2H,Fpar_500m,A2021041,2021-02-10,0.22,0.77,136.57,0.55,0.4775,0.0222,0.1489,289,286,98.96,2021050032831,0.66
MOD15A2H,Fpar_500m,A2021049,2021-02-18,0.24,0.84,134.89,0.6,0.4716,0.0336,0.1833,289,286,98.96,2021061025309,0.54
MOD15A2H,Fpar_500m,A2021057,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2021067225417,F
MOD15A2H,Fpar_500m,A2021065,2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2021075100147,F
MOD15A2H,Fpar_500m,A2021073,2021-03-14,0.21,0.76,116.6899,0.55,0.4138,0.0271,0.1645,289,282,97.58,2021084155828,0.59
MOD15A2H,Fpar_500m,A2021081,2021-03-22,0.21,0.87,142.86,0.66,0.5013,0.0195,0.1397,289,285,98.62,2021090041944,0.65
MOD15A2H,Fpar_500m,A2021089,2021-03-30,0.05,0.48,28.13,0.43,0.1386,0.0035,0.0592,289,203,70.24,2021098043248,F
MOD15A2H,Fpar_500m,A2021097,2021-04-07,0.04,0.09,2.44,0.05,0.0452,0.0002,0.0127,289,54,18.69,2021107054541,F
MOD15A2H,Fpar_500m,A2021105,2021-04-15,0.24,0.89,150.54,0.65,0.5998,0.0227,0.1508,289,251,86.85,2021114050402,F
MOD15A2H,Fpar_500m,A2021113,2021-04-23,0.4,0.9,175.59,0.5,0.614,0.0181,0.1345,289,286,98.96,2021122063707,0.63
MOD15A2H,Fpar_500m,A2021121,2021-05-01,0.3,0.89,160.16,0.59,0.6356,0.019,0.1378,289,252,87.2,2021130034343,0.42
MOD15A2H,Fpar_500m,A2021129,2021-05-09,0.28,0.89,150.92,0.61,0.5371,0.0186,0.1365,289,281,97.23,2021138034134,0.48
MOD15A2H,Fpar_500m,A2021137,2021-05-17,0.19,0.88,24.75,0.69,0.33,0.0193,0.1389,289,75,25.95,2021146082853,F
MOD15A2H,Fpar_500m,A2021145,2021-05-25,0.33,0.89,142.07,0.56,0.5944,0.0165,0.1283,289,239,82.7,2021154045615,F
MOD15A2H,Fpar_500m,A2021153,2021-06-02,0.35,0.93,186.75,0.58,0.6553,0.0196,0.1401,289,285,98.62,2021162051919,0.63
MOD15A2H,Fpar_500m,A2021161,2021-06-10,0.32,0.92,158.75,0.6,0.5924,0.0301,0.1735,289,268,92.73,2021170043503,0.57
MOD15A2H,Fpar_500m,A2021169,2021-06-18,0.05,0.56,86.78,0.51,0.4233,0.005,0.071,289,205,70.93,2021178053755,F
MOD15A2H,Fpar_500m,A2021177,2021-06-26,0.11,0.71,77.77,0.6,0.3668,0.0154,0.1242,289,212,73.36,2021188174321,0.39
MOD15A2H,Fpar_500m,A2021185,2021-07-04,0.42,0.94,199.7199,0.52,0.7057,0.0128,0.1132,289,283,97.92,2021194065035,0.91
MOD15A2H,Fpar_500m,A2021193,2021-07-12,0.2,0.9,181.68,0.7,0.6704,0.0185,0.1359,289,271,93.77,2021202225606,0.2
MOD15A2H,Fpar_500m,A2021201,2021-07-20,0.22,0.94,189.5099,0.72,0.6866,0.0149,0.1219,289,276,95.5,2021214022156,0.51
MOD15A2H,Fpar_500m,A2021209,2021-07-28,0.19,0.9,176.8101,0.71,0.6827,0.0193,0.1389,289,259,89.62,2021221194130,F
MOD15A2H,Fpar_500m,A2021217,2021-08-05,0.17,0.9,130.5901,0.73,0.5245,0.0354,0.1883,289,249,86.16,2021226064151,F
MOD15A2H,Fpar_500m,A2021225,2021-08-13,0.06,0.9,149.5499,0.84,0.6446,0.0602,0.2454,289,232,80.28,2021234063044,0.26
MOD15A2H,Fpar_500m,A2021233,2021-08-21,0.37,0.9,198.8499,0.53,0.7102,0.0121,0.1102,289,280,96.89,2021243183540,0.63
MOD15A2H,Fpar_500m,A2021241,2021-08-29,0.59,0.95,231.5698,0.36,0.8125,0.0045,0.0671,289,285,98.62,2021251103625,0.89
MOD15A2H,Fpar_500m,A2021249,2021-09-06,0.37,0.95,211.82,0.58,0.7485,0.0143,0.1198,289,283,97.92,2021258052836,0.83
MOD15A2H,Fpar_500m,A2021257,2021-09-14,0.41,0.9,209.9699,0.49,0.7367,0.0103,0.1014,289,285,98.62,2021266033828,0.61
MOD15A2H,Fpar_500m,A2021265,2021-09-22,0.48,0.93,213.5298,0.45,0.7492,0.0088,0.0937,289,285,98.62,2021280032451,0.82
MOD15A2H,Fpar_500m,A2021273,2021-09-30,0.27,0.9,204.19,0.63,0.719,0.0117,0.1084,289,284,98.27,2021282043550,0.78
MOD15A2H,Fpar_500m,A2021281,2021-10-08,0.11,0.85,30.62,0.74,0.4083,0.034,0.1844,289,75,25.95,2021290045020,F
MOD15A2H,Fpar_500m,A2021289,2021-10-16,0.06,0.07,0.85,0.01,0.0607,0.0,0.0026,289,14,4.84,2021299111618,F
MOD15A2H,Fpar_500m,A2021297,2021-10-24,0.06,0.24,25.89,0.18,0.143,0.0017,0.0407,289,181,62.63,2021306212844,F
MOD15A2H,Fpar_500m,A2021305,2021-11-01,0.26,0.87,144.96,0.61,0.5752,0.0246,0.157,289,252,87.2,2021314063605,F
MOD15A2H,Fpar_500m,A2021313,2021-11-09,0.27,0.85,169.89,0.58,0.594,0.0261,0.1616,289,286,98.96,2021322051138,0.8
MOD15A2H,Fpar_500m,A2021321,2021-11-17,0.06,0.7,110.76,0.64,0.3873,0.0295,0.1718,289,286,98.96,2021331130120,0.56
MOD15A2H,Fpar_500m,A2021329,2021-11-25,0.26,0.85,161.19,0.59,0.5636,0.0247,0.157,289,286,98.96,2021338212350,0.74
MOD15A2H,Fpar_500m,A2021337,2021-12-03,0.27,0.84,163.98,0.57,0.5734,0.0224,0.1498,289,286,98.96,2021346051621,0.74
MOD15A2H,Fpar_500m,A2021345,2021-12-11,0.09,0.69,111.03,0.6,0.3882,0.0275,0.1658,289,286,98.96,2021355054726,0.58
MOD15A2H,Fpar_500m,A2021353,2021-12-19,0.24,0.8,132.1301,0.56,0.4669,0.0323,0.1798,289,283,97.92,2022003231947,0.68
MOD15A2H,Fpar_500m,A2021361,2021-12-27,0.2,0.82,111.91,0.62,0.4371,0.0256,0.1601,289,256,88.58,2022005043314,0.69
MOD15A2H,Fpar_500m,A2022001,2022-01-01,0.2,0.82,129.9601,0.62,0.4709,0.0316,0.1777,289,276,95.5,2022010041539,0.69
MOD15A2H,Fpar_500m,A2022009,2022-01-09,0.06,0.75,72.11,0.69,0.2773,0.0246,0.157,289,260,89.97,2022018220019,F
MOD15A2H,Fpar_500m,A2022017,2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2022026205207,F
MOD15A2H,Fpar_500m,A2022025,2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2022035022849,F
MOD15A2H,Fpar_500m,A2022033,2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2022042050444,F
MOD15A2H,Fpar_500m,A2022041,2022-02-10,0.06,0.15,5.0,0.09,0.1042,0.0009,0.0292,289,48,16.61,2022050141232,F
MOD15A2H,Fpar_500m,A2022049,2022-02-18,0.06,0.07,2.05,0.01,0.0661,0.0,0.0049,289,31,10.73,2022058053725,F
MOD15A2H,Fpar_500m,A2022057,2022-02-26,0.28,0.85,142.2899,0.57,0.4975,0.0255,0.1595,289,286,98.96,2022066043313,0.61
MOD15A2H,Fpar_500m,A2022065,2022-03-06,0.21,0.84,133.3201,0.63,0.4662,0.0298,0.1726,289,286,98.96,2022074040558,0.54
MOD15A2H,Fpar_500m,A2022073,2022-03-14,0.16,0.78,130.3,0.62,0.4572,0.0194,0.1395,289,285,98.62,2022082044151,0.6
MOD15A2H,Fpar_500m,A2022081,2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,0,0.0,2022097080133,F
MOD15A2H,Fpar_500m,A2022089,2022-03-30,0.25,0.9,165.23,0.65,0.5818,0.0237,0.1539,289,284,98.27,2022101185108,0.6
MOD15A2H,Fpar_500m,A2022097,2022-04-07,0.3,0.9,162.1199,0.6,0.5669,0.0247,0.1572,289,286,98.96,2022106044424,0.59
MOD15A2H,Fpar_500m,A2022105,2022-04-15,0.05,0.86,87.71,0.81,0.3933,0.0174,0.1318,289,223,77.16,2022118022031,F
MOD15A2H,Fpar_500m,A2022113,2022-04-23,0.05,0.91,104.52,0.86,0.4604,0.0289,0.1701,289,227,78.55,2022122191610,F
MOD15A2H,Fpar_500m,A2022121,2022-05-01,0.41,0.9,185.27,0.49,0.6524,0.0167,0.1294,289,284,98.27,2022134043543,0.65
MOD15A2H,Fpar_500m,A2022129,2022-05-09,0.04,0.18,4.41,0.14,0.0959,0.0019,0.0441,289,46,15.92,2022141181549,F
MOD15A2H,Fpar_500m,A2022137,2022-05-17,0.09,0.9,108.66,0.81,0.5249,0.0137,0.1172,289,207,71.63,2022146035001,F
MOD15A2H,Fpar_500m,A2022145,2022-05-25,0.09,0.89,22.33,0.8,0.5583,0.0365,0.1912,289,40,13.84,2022157235442,F
MOD15A2H,Fpar_500m,A2022153,2022-06-02,0.04,0.9,59.19,0.86,0.3051,0.0256,0.16,289,194,67.13,2022162054001,0.56
MOD15A2H,Fpar_500m,A2022161,2022-06-10,0.04,0.18,1.81,0.14,0.1065,0.0016,0.0406,289,17,5.88,2022170041505,F
MOD15A2H,Fpar_500m,A2022169,2022-06-18,0.44,0.91,201.5799,0.47,0.7199,0.0089,0.0946,289,280,96.89,2022178042518,0.88
MOD15A2H,Fpar_500m,A2022177,2022-06-26,0.38,0.9,191.25,0.52,0.6734,0.0165,0.1283,289,284,98.27,2022186043224,0.7
MOD15A2H,Fpar_500m,A2022185,2022-07-04,0.36,0.9,203.0399,0.54,0.7099,0.0163,0.1278,289,286,98.96,2022195060433,0.67
MOD15A2H,Fpar_500m,A2022193,2022-07-12,0.38,0.9,179.3999,0.52,0.6273,0.0176,0.1327,289,286,98.96,2022202061206,0.69
MOD15A2H,Fpar_500m,A2022201,2022-07-20,0.48,0.9,203.1199,0.42,0.7102,0.0104,0.1021,289,286,98.96,2022215025341,0.74
MOD15A2H,Fpar_500m,A2022209,2022-07-28,0.51,0.89,202.89,0.38,0.7094,0.0099,0.0996,289,286,98.96,2022218044529,0.77
MOD15A2H,Fpar_500m,A2022217,2022-08-05,0.39,0.92,196.32,0.53,0.6864,0.0163,0.1276,289,286,98.96,2022232022553,0.72
MOD15A2H,Fpar_500m,A2022225,2022-08-13,0.53,0.9,216.1299,0.37,0.7557,0.0081,0.0899,289,286,98.96,2022235022043,0.74
MOD15A2H,Fpar_500m,A2022233,2022-08-21,0.47,0.9,203.94,0.43,0.7156,0.0098,0.0988,289,285,98.62,2022242034416,0.75
MOD15A2H,Fpar_500m,A2022241,2022-08-29,0.3,0.9,173.89,0.6,0.6323,0.0233,0.1527,289,275,95.16,2022251142646,0.66
MOD15A2H,Fpar_500m,A2022249,2022-09-06,0.45,0.94,211.6299,0.49,0.7452,0.0093,0.0965,289,284,98.27,2022259022440,0.75
MOD15A2H,Fpar_500m,A2022257,2022-09-14,0.47,0.9,207.12,0.43,0.7242,0.0097,0.0983,289,286,98.96,2022266072123,0.75
MOD15A2H,Fpar_500m,A2022265,2022-09-22,0.41,0.91,203.82,0.5,0.7127,0.012,0.1095,289,286,98.96,2022274075250,0.72
MOD15A2H,Fpar_500m,A2022273,2022-09-30,0.4,0.9,192.02,0.5,0.6714,0.0157,0.1252,289,286,98.96,2022282044318,0.72
MOD15A2H,Fpar_500m,A2022281,2022-10-08,0.4,0.9,115.5601,0.5,0.618,0.0115,0.1073,289,187,64.71,2022298215546,F
MOD15A2H,Fpar_500m,A2022297,2022-10-24,0.29,0.9,160.7,0.61,0.5699,0.0248,0.1573,289,282,97.58,2022311020932,0.67
MOD15A2H,Fpar_500m,A2022305,2022-11-01,0.15,0.87,139.8701,0.72,0.5105,0.0297,0.1725,289,274,94.81,2022315062735,0.71
